1.3722279818816196e+02,2.7477470306283010e+01,-2.1631341702585708e+01,1.3671562304783009e+01,-1.0129686769006875e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.4244885454309674e+01,-3.2290747684229032e+01,0.0000000000000000e+00,2.2380558949620774e-01
2.7477470306283010e+01,6.9483048518049589e+05,0.0000000000000000e+00,2.5518819101777706e-02,1.8491212226597724e+00,1.5162710477486686e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.8858844637513248e-02,6.9265454422738974e+05,2.0385600589979933e+03,0.0000000000000000e+00
-2.1631341702585708e+01,0.0000000000000000e+00,3.9343361106703121e+00,-1.0106685690395185e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.5369794417150966e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.9094362260870611e+01
1.3671562304783009e+01,2.5518819101777706e-02,-1.0106685690395185e+00,1.5910810130894367e+01,-9.4076216381844058e-08,0.0000000000000000e+00,-7.7448426324906174e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.9002518999817571e+01,-5.5277774158575500e-04,0.0000000000000000e+00,1.9166314671651630e+01
-1.0129686769006875e-04,1.8491212226597724e+00,0.0000000000000000e+00,-9.4076216381844058e-08,1.7935513978069501e-02,-5.5897979688090374e-04,0.0000000000000000e+00,2.1627107954611943e-03,0.0000000000000000e+00,-2.9071649836743861e-07,1.1810803964386970e+01,-7.6013141948438343e-03,0.0000000000000000e+00
0.0000000000000000e+00,1.5162710477486686e+02,0.0000000000000000e+00,0.0000000000000000e+00,-5.5897979688090374e-04,3.7426575410141005e+00,0.0000000000000000e+00,0.0000000000000000e+00,-5.6846186850471381e-01,0.0000000000000000e+00,1.5558996487811041e+02,4.5227896213917038e+00,0.0000000000000000e+00
0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-7.7448426324906174e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.6952122603368096e+00,3.8462316545614827e-01,3.8462316545614827e-01,-1.6301112589101564e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.1627107954611943e-03,0.0000000000000000e+00,3.8462316545614827e-01,5.8478424423807027e+00,3.8462316545614827e-01,0.0000000000000000e+00,-6.4533792236436980e+01,0.0000000000000000e+00,0.0000000000000000e+00
0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-5.6846186850471381e-01,3.8462316545614827e-01,3.8462316545614827e-01,6.6792515607530278e+00,0.0000000000000000e+00,0.0000000000000000e+00,-7.7560538458331978e+00,0.0000000000000000e+00
3.4244885454309674e+01,7.8858844637513248e-02,-2.5369794417150966e+00,1.9002518999817571e+01,-2.9071649836743861e-07,0.0000000000000000e+00,-1.6301112589101564e+01,0.0000000000000000e+00,0.0000000000000000e+00,2.7017719198970229e+02,-1.1177302878608289e+01,0.0000000000000000e+00,6.0675380996684121e+00
-3.2290747684229032e+01,6.9265454422738974e+05,0.0000000000000000e+00,-5.5277774158575500e-04,1.1810803964386970e+01,1.5558996487811041e+02,0.0000000000000000e+00,-6.4533792236436980e+01,0.0000000000000000e+00,-1.1177302878608289e+01,6.9254903753566823e+05,1.9693077289918374e+03,0.0000000000000000e+00
0.0000000000000000e+00,2.0385600589979933e+03,0.0000000000000000e+00,0.0000000000000000e+00,-7.6013141948438343e-03,4.5227896213917038e+00,0.0000000000000000e+00,0.0000000000000000e+00,-7.7560538458331978e+00,0.0000000000000000e+00,1.9693077289918374e+03,2.4034205293047361e+02,0.0000000000000000e+00
2.2380558949620774e-01,0.0000000000000000e+00,-1.9094362260870611e+01,1.9166314671651630e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.0675380996684121e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.1984377320660961e+01
